state,district,crop_type,season,irrigation_type,soil_type,land_size_acres,land_size_hectares,recommended_dose_kg_per_acre,max_allowed_qty_kg,past_fertilizer_usage_kg,expected_yield_kg,yield_per_ha_kg
Rajasthan,RajasthanDist85,Bajra,Rabi,Canal,Loam,2.34,0.947,12,29.22,28.16,791.0,900
Tripura,TripuraDist102,Maize,Kharif,Borewell,Clay,1.42,0.575,30,44.51,52.72,1807.78,3500
Uttar Pradesh,UttarDist1,Sugarcane,Zaid,Rainfed,Sandy,2.34,0.947,80,183.81,219.3,63340.3,70000
Chhattisgarh,ChhattisgarhDist187,Maize,Zaid,Borewell,Clay,2.59,1.048,30,75.28,95.46,4016.69,3500
Madhya Pradesh,MadhyaDist148,Wheat,Rabi,Canal,Loam,3.55,1.437,45,196.74,148.07,5453.18,3500
Gujarat,GujaratDist183,Paddy,Kharif,Borewell,Sandy,5.08,2.056,50,274.97,257.12,8368.89,4000
Tamil Nadu,TamilDist88,Sugarcane,Rabi,Canal,Sandy,1.94,0.785,80,142.88,96.26,57139.74,70000
Tripura,TripuraDist45,Paddy,Kharif,Canal,Clay,0.64,0.259,50,37.33,34.47,890.54,4000
Sikkim,SikkimDist25,Paddy,Kharif,Rainfed,Clay,1.38,0.558,50,61.66,52.82,2533.09,4000
Maharashtra,MaharashtraDist36,Maize,Zaid,Canal,Clay,1.89,0.765,30,62.37,52.32,2484.82,3500
Andhra Pradesh,AndhraDist47,Paddy,Kharif,Rainfed,Sandy,0.42,0.17,50,20.8,21.3,649.18,4000
Rajasthan,RajasthanDist59,Cotton,Rabi,Rainfed,Loam,5.53,2.238,20,121.06,98.17,1620.01,700
Punjab,PunjabDist131,Paddy,Kharif,Canal,Sandy,2.04,0.826,50,104.04,66.72,3729.26,4000
Kerala,KeralaDist76,Rubber,Kharif,Rainfed,Sandy,2.47,1.0,10,20.62,20.58,9291.76,10000
Nagaland,NagalandDist27,Maize,Zaid,Borewell,Loam,5.43,2.197,30,176.3,179.03,7689.76,3500
Himachal Pradesh,HimachalDist20,Apple,Zaid,Canal,Sandy,1.1,0.445,5,5.56,6.21,9595.93,20000
Karnataka,KarnatakaDist117,Sugarcane,Zaid,Canal,Loam,2.88,1.165,80,240.49,155.41,85153.26,70000
Rajasthan,RajasthanDist179,Cotton,Kharif,Rainfed,Clay,1.67,0.676,20,32.71,26.16,404.07,700
Meghalaya,MeghalayaDist80,Millet,Zaid,Borewell,Loam,1.57,0.635,15,27.94,24.72,645.66,900
Meghalaya,MeghalayaDist129,Paddy,Kharif,Borewell,Clay,0.98,0.397,50,54.07,55.21,1436.92,4000
Jharkhand,JharkhandDist111,Paddy,Kharif,Canal,Clay,6.91,2.796,50,369.33,396.33,10441.12,4000
Karnataka,KarnatakaDist88,Maize,Rabi,Borewell,Clay,1.35,0.546,30,45.37,44.39,1878.16,3500
Uttarakhand,UttarakhandDist168,Wheat,Rabi,Borewell,Clay,3.19,1.291,45,141.72,113.8,4378.8,3500
Tamil Nadu,TamilDist36,Paddy,Kharif,Borewell,Clay,0.41,0.166,50,23.27,17.22,725.58,4000
Jharkhand,JharkhandDist42,Paddy,Kharif,Rainfed,Loam,4.68,1.894,50,234.83,215.53,7554.57,4000
Karnataka,KarnatakaDist32,Sugarcane,Zaid,Borewell,Sandy,4.23,1.712,80,360.48,241.16,105009.86,70000
West Bengal,WestDist178,Paddy,Kharif,Borewell,Sandy,1.97,0.797,50,108.55,118.94,3211.35,4000
Bihar,BiharDist34,Maize,Zaid,Rainfed,Loam,1.52,0.615,30,44.3,28.94,1887.96,3500
Arunachal Pradesh,ArunachalDist81,Paddy,Kharif,Rainfed,Clay,2.51,1.016,50,120.83,132.42,3567.25,4000
Sikkim,SikkimDist34,Potato,Rabi,Canal,Loam,11.37,4.601,40,560.99,530.02,107236.06,25000
Gujarat,GujaratDist138,Paddy,Kharif,Borewell,Sandy,0.44,0.178,50,20.49,16.88,777.13,4000
Chhattisgarh,ChhattisgarhDist47,Maize,Rabi,Rainfed,Sandy,3.41,1.38,30,102.82,111.21,4168.04,3500
Manipur,ManipurDist46,Maize,Rabi,Borewell,Loam,0.88,0.356,30,29.16,20.78,1182.89,3500
Sikkim,SikkimDist162,Potato,Rabi,Rainfed,Loam,1.79,0.724,40,79.24,60.93,20163.01,25000
Karnataka,KarnatakaDist124,Paddy,Kharif,Borewell,Clay,1.49,0.603,50,81.46,51.07,2673.88,4000
Tripura,TripuraDist30,Paddy,Kharif,Canal,Loam,1.29,0.522,50,67.29,70.31,1922.48,4000
Telangana,TelanganaDist54,Cotton,Zaid,Canal,Loam,1.81,0.732,20,40.78,31.37,542.32,700
Uttarakhand,UttarakhandDist12,Wheat,Rabi,Rainfed,Clay,0.74,0.299,45,31.32,32.58,1188.37,3500
Nagaland,NagalandDist83,Paddy,Kharif,Canal,Sandy,4.15,1.679,50,191.27,151.63,6745.2,4000
Madhya Pradesh,MadhyaDist40,Maize,Zaid,Canal,Loam,0.43,0.174,30,14.67,10.08,688.24,3500
Manipur,ManipurDist71,Paddy,Kharif,Canal,Loam,2.81,1.137,50,162.93,134.73,5104.93,4000
Punjab,PunjabDist15,Paddy,Kharif,Borewell,Sandy,1.4,0.567,50,76.55,78.75,2237.55,4000
Himachal Pradesh,HimachalDist43,Paddy,Kharif,Canal,Loam,0.71,0.287,50,38.72,41.97,1195.16,4000
Madhya Pradesh,MadhyaDist34,Maize,Kharif,Rainfed,Clay,2.14,0.866,30,56.37,61.05,3303.41,3500
Haryana,HaryanaDist121,Cotton,Zaid,Borewell,Sandy,0.52,0.21,20,9.58,10.85,132.82,700
Nagaland,NagalandDist109,Paddy,Kharif,Canal,Clay,1.88,0.761,50,105.23,90.14,3158.15,4000
Karnataka,KarnatakaDist33,Paddy,Kharif,Borewell,Sandy,0.58,0.235,50,27.47,20.81,845.94,4000
Mizoram,MizoramDist56,Paddy,Kharif,Borewell,Loam,2.64,1.068,50,139.85,160.83,4683.22,4000
Tripura,TripuraDist67,Paddy,Kharif,Rainfed,Loam,0.87,0.352,50,41.9,40.09,1292.33,4000
Chhattisgarh,ChhattisgarhDist165,Maize,Kharif,Rainfed,Clay,1.27,0.514,30,39.45,35.63,1829.16,3500
Sikkim,SikkimDist172,Paddy,Kharif,Borewell,Sandy,2.31,0.935,50,119.45,113.96,3786.35,4000
Goa,GoaDist109,Paddy,Kharif,Borewell,Loam,0.98,0.397,50,51.07,45.39,1694.54,4000
Tripura,TripuraDist197,Maize,Kharif,Rainfed,Sandy,1.74,0.704,30,47.53,32.86,2617.74,3500
Mizoram,MizoramDist178,Maize,Kharif,Borewell,Loam,0.54,0.219,30,17.29,12.11,865.08,3500
Karnataka,KarnatakaDist34,Maize,Kharif,Rainfed,Clay,3.02,1.222,30,90.58,102.97,3966.16,3500
Chhattisgarh,ChhattisgarhDist164,Maize,Kharif,Rainfed,Clay,7.48,3.027,30,238.36,267.1,11924.49,3500
Punjab,PunjabDist175,Paddy,Kharif,Rainfed,Clay,17.01,6.884,50,770.05,607.1,26239.91,4000
West Bengal,WestDist14,Maize,Kharif,Borewell,Clay,1.96,0.793,30,59.93,68.14,2663.5,3500
Mizoram,MizoramDist13,Paddy,Kharif,Rainfed,Clay,3.42,1.384,50,176.74,196.7,4946.61,4000
Tripura,TripuraDist164,Paddy,Kharif,Canal,Loam,0.44,0.178,50,26.34,24.38,658.09,4000
Manipur,ManipurDist130,Maize,Kharif,Rainfed,Sandy,6.06,2.452,30,172.74,166.15,8231.72,3500
Kerala,KeralaDist82,Rubber,Zaid,Canal,Clay,3.39,1.372,10,39.55,36.36,15413.31,10000
Manipur,ManipurDist151,Paddy,Kharif,Borewell,Clay,1.24,0.502,50,72.86,57.41,2006.53,4000
Arunachal Pradesh,ArunachalDist75,Paddy,Kharif,Borewell,Sandy,4.9,1.983,50,270.3,266.15,8918.23,4000
Uttar Pradesh,UttarDist196,Sugarcane,Kharif,Borewell,Sandy,1.49,0.603,80,126.78,124.13,41683.25,70000
Bihar,BiharDist12,Wheat,Rabi,Borewell,Sandy,1.26,0.51,45,62.06,38.44,1914.84,3500
Manipur,ManipurDist41,Maize,Kharif,Borewell,Loam,2.67,1.081,30,96.78,89.59,3615.21,3500
Himachal Pradesh,HimachalDist115,Maize,Kharif,Rainfed,Clay,0.78,0.316,30,22.35,27.27,1176.59,3500
Chhattisgarh,ChhattisgarhDist115,Paddy,Kharif,Borewell,Sandy,4.13,1.671,50,218.07,250.41,5810.25,4000
Karnataka,KarnatakaDist95,Paddy,Kharif,Borewell,Clay,0.78,0.316,50,41.4,45.52,1255.01,4000
Bihar,BiharDist155,Paddy,Kharif,Rainfed,Clay,0.79,0.32,50,39.89,45.95,1186.9,4000
Uttar Pradesh,UttarDist103,Sugarcane,Zaid,Canal,Loam,0.88,0.356,80,83.6,64.71,22120.2,70000
Meghalaya,MeghalayaDist43,Millet,Zaid,Rainfed,Sandy,3.35,1.356,15,48.18,31.86,1043.75,900
Jharkhand,JharkhandDist55,Pulses,Kharif,Borewell,Sandy,1.11,0.449,10,11.8,13.72,268.19,700
Haryana,HaryanaDist181,Paddy,Kharif,Borewell,Sandy,0.62,0.251,50,31.42,38.22,1087.74,4000
Karnataka,KarnatakaDist3,Ragi,Kharif,Rainfed,Loam,1.12,0.453,15,15.6,19.25,454.55,1000
Gujarat,GujaratDist183,Cotton,Rabi,Borewell,Loam,1.78,0.72,20,39.57,26.45,451.45,700
Odisha,OdishaDist188,Groundnut,Zaid,Borewell,Clay,0.71,0.287,25,19.2,16.59,509.12,1600
Nagaland,NagalandDist145,Paddy,Kharif,Rainfed,Sandy,0.73,0.295,50,33.59,30.56,1304.97,4000
Manipur,ManipurDist135,Paddy,Kharif,Borewell,Loam,9.87,3.994,50,570.43,338.82,17575.77,4000
Arunachal Pradesh,ArunachalDist139,Paddy,Kharif,Rainfed,Loam,0.92,0.372,50,50.31,48.55,1522.77,4000
Madhya Pradesh,MadhyaDist110,Wheat,Rabi,Rainfed,Loam,1.41,0.571,45,66.19,55.37,1716.27,3500
Uttarakhand,UttarakhandDist100,Wheat,Rabi,Canal,Loam,1.36,0.55,45,74.33,67.29,1951.07,3500
Odisha,OdishaDist98,Paddy,Kharif,Rainfed,Clay,1.3,0.526,50,63.54,59.27,2083.97,4000
Tamil Nadu,TamilDist140,Cotton,Zaid,Rainfed,Clay,3.0,1.214,20,55.55,46.69,738.75,700
Kerala,KeralaDist45,Paddy,Kharif,Borewell,Clay,3.89,1.574,50,198.62,137.75,6822.46,4000
Karnataka,KarnatakaDist12,Paddy,Kharif,Rainfed,Loam,1.43,0.579,50,65.83,47.66,2317.65,4000
Mizoram,MizoramDist165,Maize,Kharif,Borewell,Clay,0.68,0.275,30,20.46,15.21,856.6,3500
Telangana,TelanganaDist44,Maize,Kharif,Canal,Clay,5.05,2.044,30,151.38,158.58,7887.98,3500
Meghalaya,MeghalayaDist99,Paddy,Kharif,Borewell,Loam,1.69,0.684,50,98.77,62.87,2380.96,4000
Madhya Pradesh,MadhyaDist113,Wheat,Rabi,Canal,Clay,7.27,2.942,45,347.77,357.28,11207.39,3500
Chhattisgarh,ChhattisgarhDist91,Maize,Rabi,Canal,Sandy,0.3,0.121,30,9.29,9.5,413.12,3500
Gujarat,GujaratDist74,Paddy,Kharif,Rainfed,Clay,2.13,0.862,50,111.67,86.84,3868.31,4000
Tripura,TripuraDist112,Paddy,Kharif,Rainfed,Sandy,8.46,3.424,50,368.95,443.7,13834.15,4000
Uttar Pradesh,UttarDist41,Sugarcane,Zaid,Canal,Loam,1.37,0.554,80,121.49,86.44,44364.39,70000
Punjab,PunjabDist84,Wheat,Rabi,Canal,Clay,1.52,0.615,45,72.97,49.62,2326.37,3500
Haryana,HaryanaDist9,Cotton,Kharif,Rainfed,Sandy,2.31,0.935,20,45.95,30.28,558.74,700
Meghalaya,MeghalayaDist188,Millet,Zaid,Borewell,Loam,1.17,0.473,15,21.64,16.44,487.55,900
Maharashtra,MaharashtraDist54,Maize,Rabi,Rainfed,Loam,1.42,0.575,30,44.08,38.98,2159.19,3500
Goa,GoaDist173,Paddy,Kharif,Borewell,Sandy,1.39,0.563,50,70.92,69.91,2068.4,4000
Chhattisgarh,ChhattisgarhDist178,Paddy,Kharif,Canal,Clay,1.1,0.445,50,60.62,64.23,1655.13,4000
Kerala,KeralaDist182,Rubber,Rabi,Rainfed,Clay,4.87,1.971,10,51.33,43.26,22153.89,10000
Punjab,PunjabDist20,Wheat,Rabi,Borewell,Clay,2.63,1.064,45,134.62,127.08,3680.11,3500
Manipur,ManipurDist191,Maize,Kharif,Canal,Clay,2.23,0.902,30,72.47,59.68,3415.09,3500
Himachal Pradesh,HimachalDist137,Apple,Kharif,Rainfed,Clay,3.48,1.408,5,15.61,15.78,29089.54,20000
West Bengal,WestDist185,Paddy,Kharif,Borewell,Clay,1.47,0.595,50,72.32,70.89,2249.02,4000
Punjab,PunjabDist8,Wheat,Rabi,Rainfed,Sandy,0.98,0.397,45,40.54,51.1,1385.47,3500
Punjab,PunjabDist104,Wheat,Rabi,Borewell,Loam,1.13,0.457,45,53.55,33.24,1437.93,3500
Gujarat,GujaratDist100,Cotton,Zaid,Rainfed,Loam,1.82,0.737,20,36.06,33.16,443.43,700
Goa,GoaDist34,Paddy,Kharif,Rainfed,Sandy,0.78,0.316,50,33.1,28.46,1193.27,4000
Uttar Pradesh,UttarDist129,Sugarcane,Rabi,Borewell,Clay,1.22,0.494,80,108.06,109.16,31279.73,70000
Himachal Pradesh,HimachalDist68,Apple,Zaid,Rainfed,Loam,1.21,0.49,5,5.98,6.37,8495.89,20000
Haryana,HaryanaDist40,Wheat,Rabi,Borewell,Loam,9.97,4.035,45,508.57,415.1,14755.87,3500
Jharkhand,JharkhandDist53,Maize,Zaid,Borewell,Clay,0.2,0.081,30,6.34,6.71,280.43,3500
Andhra Pradesh,AndhraDist157,Paddy,Kharif,Rainfed,Clay,1.58,0.639,50,71.59,85.69,2212.49,4000
Gujarat,GujaratDist67,Cotton,Rabi,Borewell,Clay,7.25,2.934,20,152.73,170.93,2075.37,700
Mizoram,MizoramDist145,Paddy,Kharif,Borewell,Sandy,2.01,0.813,50,94.27,99.2,3137.32,4000
Punjab,PunjabDist70,Wheat,Rabi,Canal,Clay,3.33,1.348,45,146.9,104.85,4729.0,3500
Punjab,PunjabDist96,Paddy,Kharif,Borewell,Sandy,1.97,0.797,50,97.0,117.15,2961.6,4000
Madhya Pradesh,MadhyaDist178,Maize,Rabi,Rainfed,Clay,1.07,0.433,30,31.92,38.32,1673.54,3500
Himachal Pradesh,HimachalDist156,Apple,Kharif,Borewell,Clay,0.3,0.121,5,1.56,1.07,2393.73,20000
Punjab,PunjabDist13,Paddy,Kharif,Borewell,Clay,2.15,0.87,50,114.51,115.41,3696.26,4000
Chhattisgarh,ChhattisgarhDist196,Paddy,Kharif,Borewell,Loam,0.98,0.397,50,59.36,55.25,1663.51,4000
Goa,GoaDist81,Cashew,Kharif,Borewell,Clay,0.96,0.388,5,5.32,4.66,298.28,800
Rajasthan,RajasthanDist110,Bajra,Kharif,Rainfed,Clay,1.22,0.494,12,14.4,13.98,421.72,900
Meghalaya,MeghalayaDist3,Millet,Kharif,Borewell,Clay,7.36,2.978,15,116.89,101.04,2432.36,900
Manipur,ManipurDist124,Maize,Kharif,Canal,Sandy,12.48,5.05,30,343.92,328.36,17169.41,3500
Punjab,PunjabDist54,Paddy,Kharif,Borewell,Sandy,2.17,0.878,50,112.09,125.52,3026.3,4000
Manipur,ManipurDist56,Paddy,Kharif,Borewell,Sandy,1.26,0.51,50,59.21,53.78,2059.69,4000
Madhya Pradesh,MadhyaDist184,Wheat,Rabi,Borewell,Sandy,0.71,0.287,45,34.23,25.48,862.46,3500
Goa,GoaDist84,Paddy,Kharif,Rainfed,Sandy,2.65,1.072,50,118.67,108.17,4502.39,4000
Telangana,TelanganaDist33,Cotton,Rabi,Canal,Loam,7.59,3.072,20,186.8,117.85,1943.43,700
Nagaland,NagalandDist152,Paddy,Kharif,Rainfed,Sandy,1.5,0.607,50,67.71,79.57,2162.11,4000
Haryana,HaryanaDist131,Paddy,Kharif,Rainfed,Loam,0.27,0.109,50,14.18,14.89,486.64,4000
Rajasthan,RajasthanDist138,Wheat,Rabi,Borewell,Sandy,3.11,1.259,45,135.21,133.12,3805.3,3500
Himachal Pradesh,HimachalDist59,Paddy,Kharif,Rainfed,Clay,4.01,1.623,50,175.46,243.54,7166.12,4000
Karnataka,KarnatakaDist17,Ragi,Rabi,Borewell,Loam,0.51,0.206,15,7.89,5.39,232.97,1000
Arunachal Pradesh,ArunachalDist152,Millet,Rabi,Borewell,Sandy,2.1,0.85,15,29.39,37.01,752.66,900
Madhya Pradesh,MadhyaDist155,Wheat,Rabi,Rainfed,Clay,2.61,1.056,45,110.14,110.75,3931.33,3500
Meghalaya,MeghalayaDist123,Millet,Rabi,Canal,Clay,1.72,0.696,15,25.98,23.41,645.45,900
Nagaland,NagalandDist20,Paddy,Kharif,Canal,Clay,0.97,0.393,50,52.1,30.46,1525.27,4000
Bihar,BiharDist122,Wheat,Rabi,Canal,Sandy,4.11,1.663,45,190.16,145.33,5476.92,3500
Gujarat,GujaratDist119,Groundnut,Kharif,Canal,Clay,1.32,0.534,25,38.77,36.2,801.72,1600
Jharkhand,JharkhandDist189,Maize,Zaid,Canal,Clay,0.56,0.227,30,16.37,18.49,863.35,3500
Karnataka,KarnatakaDist60,Maize,Rabi,Canal,Clay,0.35,0.142,30,12.04,8.24,561.79,3500
Goa,GoaDist110,Cashew,Zaid,Borewell,Loam,5.0,2.023,5,30.73,16.15,1776.26,800
Kerala,KeralaDist99,Paddy,Kharif,Canal,Loam,2.98,1.206,50,181.15,179.51,4598.51,4000
Goa,GoaDist95,Cashew,Rabi,Rainfed,Sandy,1.95,0.789,5,9.09,6.37,547.38,800
Chhattisgarh,ChhattisgarhDist27,Maize,Zaid,Borewell,Loam,1.28,0.518,30,43.68,29.4,1670.58,3500
Maharashtra,MaharashtraDist145,Sugarcane,Zaid,Rainfed,Loam,1.19,0.482,80,94.96,99.58,35071.47,70000
Tripura,TripuraDist54,Paddy,Kharif,Rainfed,Loam,0.77,0.312,50,39.06,31.33,1366.26,4000
Mizoram,MizoramDist167,Paddy,Kharif,Rainfed,Loam,1.29,0.522,50,62.11,42.43,2139.2,4000
Chhattisgarh,ChhattisgarhDist162,Maize,Rabi,Canal,Sandy,0.33,0.134,30,10.44,9.17,528.54,3500
Goa,GoaDist157,Paddy,Kharif,Rainfed,Clay,1.01,0.409,50,48.26,40.87,1516.57,4000
Manipur,ManipurDist1,Paddy,Kharif,Borewell,Loam,1.42,0.575,50,72.35,81.56,2597.06,4000
Arunachal Pradesh,ArunachalDist120,Paddy,Kharif,Borewell,Loam,2.97,1.202,50,175.1,127.63,5311.15,4000
Nagaland,NagalandDist160,Paddy,Kharif,Canal,Sandy,1.76,0.712,50,95.24,98.34,2685.27,4000
Tamil Nadu,TamilDist89,Cotton,Kharif,Borewell,Loam,3.44,1.392,20,84.25,72.35,1055.8,700
Andhra Pradesh,AndhraDist16,Paddy,Kharif,Rainfed,Sandy,5.36,2.169,50,259.44,323.47,7796.17,4000
Tripura,TripuraDist117,Paddy,Kharif,Borewell,Sandy,4.25,1.72,50,199.95,259.64,6608.11,4000
Karnataka,KarnatakaDist30,Maize,Rabi,Borewell,Sandy,2.65,1.072,30,80.32,68.12,3634.53,3500
Madhya Pradesh,MadhyaDist29,Wheat,Rabi,Borewell,Sandy,1.84,0.745,45,88.41,59.9,2630.04,3500
Uttarakhand,UttarakhandDist76,Rice,Rabi,Rainfed,Loam,0.83,0.336,30,23.42,22.4,1133.99,3000
Jharkhand,JharkhandDist30,Maize,Kharif,Canal,Clay,3.29,1.331,30,115.88,117.61,4331.9,3500
Meghalaya,MeghalayaDist30,Millet,Kharif,Canal,Loam,6.99,2.829,15,108.55,71.91,2320.52,900
West Bengal,WestDist74,Maize,Zaid,Borewell,Sandy,2.4,0.971,30,73.24,51.3,3743.07,3500
Assam,AssamDist98,Paddy,Kharif,Rainfed,Sandy,8.45,3.42,50,367.68,349.19,12850.18,4000
Himachal Pradesh,HimachalDist49,Maize,Zaid,Rainfed,Sandy,0.54,0.219,30,14.58,16.94,778.56,3500
Punjab,PunjabDist9,Paddy,Kharif,Rainfed,Loam,0.72,0.291,50,39.88,24.66,1175.7,4000
Goa,GoaDist168,Cashew,Zaid,Rainfed,Clay,3.61,1.461,5,16.51,15.05,1316.51,800
Sikkim,SikkimDist21,Paddy,Kharif,Borewell,Loam,2.25,0.911,50,130.42,116.55,3715.09,4000
Himachal Pradesh,HimachalDist148,Maize,Zaid,Rainfed,Clay,5.21,2.108,30,140.44,113.22,8266.89,3500
Kerala,KeralaDist187,Paddy,Kharif,Rainfed,Loam,1.8,0.728,50,96.49,76.68,2714.07,4000
Meghalaya,MeghalayaDist170,Paddy,Kharif,Borewell,Sandy,0.91,0.368,50,49.56,56.01,1411.56,4000
Odisha,OdishaDist164,Paddy,Kharif,Borewell,Loam,1.54,0.623,50,91.18,49.72,2221.26,4000
Tripura,TripuraDist191,Paddy,Kharif,Canal,Sandy,0.53,0.214,50,26.84,26.78,747.99,4000
Rajasthan,RajasthanDist26,Wheat,Rabi,Borewell,Clay,0.74,0.299,45,38.76,21.42,1191.59,3500
Uttar Pradesh,UttarDist21,Wheat,Rabi,Borewell,Clay,3.97,1.607,45,192.88,177.88,5376.27,3500
Arunachal Pradesh,ArunachalDist85,Paddy,Kharif,Canal,Sandy,3.66,1.481,50,183.7,145.44,5652.76,4000
Tamil Nadu,TamilDist165,Sugarcane,Zaid,Canal,Loam,2.44,0.987,80,205.86,195.45,78508.33,70000
Karnataka,KarnatakaDist98,Paddy,Kharif,Borewell,Loam,0.46,0.186,50,25.66,14.06,848.15,4000
Meghalaya,MeghalayaDist106,Paddy,Kharif,Rainfed,Loam,1.37,0.554,50,71.34,72.18,2422.82,4000
Tripura,TripuraDist127,Paddy,Kharif,Canal,Loam,0.68,0.275,50,40.73,25.95,1106.15,4000
Chhattisgarh,ChhattisgarhDist49,Soybean,Kharif,Borewell,Sandy,4.67,1.89,20,103.66,116.21,2443.56,1200
Nagaland,NagalandDist6,Maize,Kharif,Canal,Clay,1.14,0.461,30,37.6,21.73,1597.57,3500
Arunachal Pradesh,ArunachalDist64,Millet,Zaid,Borewell,Loam,0.76,0.308,15,13.29,10.15,246.06,900
Goa,GoaDist60,Cashew,Rabi,Borewell,Loam,1.87,0.757,5,10.43,10.05,553.83,800
Chhattisgarh,ChhattisgarhDist54,Soybean,Rabi,Rainfed,Loam,1.09,0.441,20,23.77,17.86,517.52,1200
Jharkhand,JharkhandDist1,Pulses,Kharif,Canal,Sandy,5.97,2.416,10,62.89,41.13,1919.89,700
Assam,AssamDist136,Tea,Rabi,Borewell,Clay,1.01,0.409,10,10.53,11.17,877.72,2500
Arunachal Pradesh,ArunachalDist150,Millet,Zaid,Borewell,Loam,0.59,0.239,15,10.03,9.31,186.63,900
Meghalaya,MeghalayaDist56,Paddy,Kharif,Rainfed,Loam,0.33,0.134,50,17.42,10.11,575.15,4000
Gujarat,GujaratDist62,Groundnut,Rabi,Rainfed,Sandy,1.78,0.72,25,41.28,50.35,1182.79,1600
Uttarakhand,UttarakhandDist136,Wheat,Rabi,Borewell,Sandy,1.16,0.469,45,56.64,54.96,1423.61,3500
Meghalaya,MeghalayaDist40,Millet,Zaid,Borewell,Sandy,0.58,0.235,15,8.66,7.07,222.06,900
Goa,GoaDist178,Cashew,Kharif,Rainfed,Clay,4.72,1.91,5,22.38,19.55,1452.72,800
Maharashtra,MaharashtraDist155,Sugarcane,Rabi,Rainfed,Sandy,3.11,1.259,80,214.46,229.12,75494.55,70000
Gujarat,GujaratDist48,Groundnut,Rabi,Borewell,Clay,1.78,0.72,25,50.69,35.73,1076.24,1600
Tripura,TripuraDist49,Paddy,Kharif,Borewell,Clay,5.43,2.197,50,265.58,332.48,8408.2,4000
Mizoram,MizoramDist192,Paddy,Kharif,Rainfed,Sandy,3.1,1.255,50,144.01,100.63,4698.58,4000
Andhra Pradesh,AndhraDist31,Groundnut,Zaid,Borewell,Clay,0.94,0.38,25,24.95,21.72,631.07,1600
Goa,GoaDist38,Cashew,Kharif,Borewell,Loam,0.79,0.32,5,4.46,4.2,233.75,800
Tripura,TripuraDist120,Paddy,Kharif,Rainfed,Clay,3.51,1.42,50,164.66,145.36,5201.27,4000
Gujarat,GujaratDist199,Paddy,Kharif,Borewell,Clay,2.5,1.012,50,146.55,127.83,3704.13,4000
Tamil Nadu,TamilDist92,Sugarcane,Rabi,Rainfed,Clay,2.09,0.846,80,162.31,149.66,64602.63,70000
Jharkhand,JharkhandDist142,Pulses,Rabi,Rainfed,Sandy,0.93,0.376,10,8.71,5.99,277.35,700
Odisha,OdishaDist83,Groundnut,Kharif,Rainfed,Sandy,2.96,1.198,25,64.71,68.05,1922.48,1600
Mizoram,MizoramDist164,Paddy,Kharif,Rainfed,Sandy,1.0,0.405,50,48.5,52.55,1687.89,4000
West Bengal,WestDist105,Paddy,Kharif,Rainfed,Sandy,1.68,0.68,50,82.7,61.29,2745.71,4000
Bihar,BiharDist184,Wheat,Rabi,Borewell,Clay,5.8,2.347,45,253.42,223.75,7227.21,3500
Kerala,KeralaDist140,Coconut,Rabi,Rainfed,Loam,1.07,0.433,10,10.87,8.5,3563.01,8000
Bihar,BiharDist143,Wheat,Rabi,Canal,Sandy,0.52,0.21,45,25.55,27.51,645.14,3500
Mizoram,MizoramDist117,Paddy,Kharif,Borewell,Loam,0.79,0.32,50,46.46,34.96,1135.35,4000
Andhra Pradesh,AndhraDist104,Paddy,Kharif,Rainfed,Clay,4.04,1.635,50,196.01,205.46,6257.46,4000
Goa,GoaDist25,Cashew,Kharif,Borewell,Loam,2.23,0.902,5,12.23,13.04,628.65,800
Madhya Pradesh,MadhyaDist104,Maize,Rabi,Canal,Loam,1.64,0.664,30,53.63,37.41,2506.75,3500
Nagaland,NagalandDist22,Paddy,Kharif,Rainfed,Loam,1.21,0.49,50,62.82,71.12,2082.26,4000
Odisha,OdishaDist179,Paddy,Kharif,Rainfed,Sandy,2.69,1.089,50,117.68,124.11,3838.9,4000
Meghalaya,MeghalayaDist47,Paddy,Kharif,Borewell,Clay,0.92,0.372,50,47.97,52.47,1319.66,4000
Haryana,HaryanaDist163,Wheat,Rabi,Rainfed,Loam,2.33,0.943,45,114.22,97.58,3363.27,3500
Arunachal Pradesh,ArunachalDist199,Millet,Rabi,Rainfed,Loam,1.02,0.413,15,17.07,17.88,365.13,900
Assam,AssamDist18,Paddy,Kharif,Rainfed,Clay,0.89,0.36,50,46.0,38.13,1557.75,4000
Uttar Pradesh,UttarDist167,Wheat,Rabi,Canal,Clay,1.09,0.441,45,55.23,52.71,1715.97,3500
Assam,AssamDist76,Tea,Zaid,Rainfed,Loam,1.35,0.546,10,13.33,14.09,1284.24,2500
Kerala,KeralaDist114,Rubber,Kharif,Borewell,Loam,1.75,0.708,10,18.61,11.58,6782.47,10000
Andhra Pradesh,AndhraDist6,Groundnut,Zaid,Canal,Clay,2.2,0.89,25,62.64,41.44,1489.15,1600
Karnataka,KarnatakaDist124,Paddy,Kharif,Rainfed,Clay,0.2,0.081,50,10.45,8.68,348.15,4000
Bihar,BiharDist50,Wheat,Rabi,Canal,Sandy,0.95,0.384,45,42.51,29.26,1380.82,3500
Maharashtra,MaharashtraDist73,Cotton,Kharif,Borewell,Clay,1.33,0.538,20,30.75,32.26,405.44,700
Nagaland,NagalandDist137,Paddy,Kharif,Rainfed,Loam,6.07,2.456,50,325.81,343.56,9650.81,4000
West Bengal,WestDist14,Maize,Zaid,Rainfed,Sandy,0.77,0.312,30,23.32,18.02,1102.31,3500
